Open,High,Low,Close,Adj Close,Volume
57641.94921875,57641.94921875,57641.94921875,57641.94921875,57641.94921875,33865728
57629.1953125,57629.1953125,57629.1953125,57629.1953125,57629.1953125,0
57611.0078125,57611.0078125,57611.0078125,57611.0078125,57611.0078125,0
57565.72265625,57565.72265625,57565.72265625,57565.72265625,57565.72265625,0
57551.93359375,57551.93359375,57551.93359375,57551.93359375,57551.93359375,0
57521.77734375,57521.77734375,57521.77734375,57521.77734375,57521.77734375,3481600
57505.078125,57505.078125,57505.078125,57505.078125,57505.078125,10391552
57498.47265625,57498.47265625,57498.47265625,57498.47265625,57498.47265625,0
57506.453125,57506.453125,57506.453125,57506.453125,57506.453125,0
57518.5859375,57518.5859375,57518.5859375,57518.5859375,57518.5859375,14807040
57550.95703125,57550.95703125,57550.95703125,57550.95703125,57550.95703125,10092544
57576.15625,57576.15625,57576.15625,57576.15625,57576.15625,33181696
57641.70703125,57641.70703125,57641.70703125,57641.70703125,57641.70703125,73674752
57699.62109375,57699.62109375,57699.62109375,57699.62109375,57699.62109375,37761024
57709.33203125,57709.33203125,57709.33203125,57709.33203125,57709.33203125,20324352
57759.46875,57759.46875,57759.46875,57759.46875,57759.46875,55648256
57735.453125,57735.453125,57735.453125,57735.453125,57735.453125,9240576
57722.28125,57722.28125,57722.28125,57722.28125,57722.28125,0
57679.7890625,57679.7890625,57679.7890625,57679.7890625,57679.7890625,0
57634.7734375,57634.7734375,57634.7734375,57634.7734375,57634.7734375,0
57634.35546875,57634.35546875,57634.35546875,57634.35546875,57634.35546875,0
57590.6328125,57590.6328125,57590.6328125,57590.6328125,57590.6328125,20086784
57538.10546875,57538.10546875,57538.10546875,57538.10546875,57538.10546875,0
57518.75,57518.75,57518.75,57518.75,57518.75,0
57471.375,57471.375,57471.375,57471.375,57471.375,0
57450.18359375,57450.18359375,57450.18359375,57450.18359375,57450.18359375,0
57451.73046875,57451.73046875,57451.73046875,57451.73046875,57451.73046875,0
57324.78125,57324.78125,57324.78125,57324.78125,57324.78125,0
57308.484375,57308.484375,57308.484375,57308.484375,57308.484375,0
57288.31640625,57288.31640625,57288.31640625,57288.31640625,57288.31640625,3686400
57214.5859375,57214.5859375,57214.5859375,57214.5859375,57214.5859375,127541248
57170.90625,57170.90625,57170.90625,57170.90625,57170.90625,0
57168.67578125,57168.67578125,57168.67578125,57168.67578125,57168.67578125,0
57179.46484375,57179.46484375,57179.46484375,57179.46484375,57179.46484375,35143680
57174.5390625,57174.5390625,57174.5390625,57174.5390625,57174.5390625,35352576
57184.06640625,57184.06640625,57184.06640625,57184.06640625,57184.06640625,15790080
57266.92578125,57266.92578125,57266.92578125,57266.92578125,57266.92578125,226746368
57284.3125,57284.3125,57284.3125,57284.3125,57284.3125,54648832
57304.9140625,57304.9140625,57304.9140625,57304.9140625,57304.9140625,11067392
57321.35546875,57321.35546875,57321.35546875,57321.35546875,57321.35546875,67903488
57373.8203125,57373.8203125,57373.8203125,57373.8203125,57373.8203125,12931072
57374.25,57374.25,57374.25,57374.25,57374.25,35033088
57403.09765625,57403.09765625,57403.09765625,57403.09765625,57403.09765625,4866048
57441.46484375,57441.46484375,57441.46484375,57441.46484375,57441.46484375,22568960
57445.78515625,57445.78515625,57445.78515625,57445.78515625,57445.78515625,36737024
57510.96875,57510.96875,57510.96875,57510.96875,57510.96875,120590336
57538.91796875,57538.91796875,57538.91796875,57538.91796875,57538.91796875,14442496
57525.3046875,57525.3046875,57525.3046875,57525.3046875,57525.3046875,12374016
57530.80859375,57530.80859375,57530.80859375,57530.80859375,57530.80859375,0
57466.55859375,57466.55859375,57466.55859375,57466.55859375,57466.55859375,9478144
57466.9296875,57466.9296875,57466.9296875,57466.9296875,57466.9296875,0
57449.8515625,57449.8515625,57449.8515625,57449.8515625,57449.8515625,15089664
57413.00390625,57413.00390625,57413.00390625,57413.00390625,57413.00390625,0
57413.02734375,57413.02734375,57413.02734375,57413.02734375,57413.02734375,10715136
57414.96484375,57414.96484375,57414.96484375,57414.96484375,57414.96484375,40816640
57436.7734375,57436.7734375,57436.7734375,57436.7734375,57436.7734375,24162304
57459.4296875,57459.4296875,57459.4296875,57459.4296875,57459.4296875,32022528
57510.29296875,57510.29296875,57510.29296875,57510.29296875,57510.29296875,55177216
57530.2421875,57530.2421875,57530.2421875,57530.2421875,57530.2421875,9940992
57526.71875,57526.71875,57526.71875,57526.71875,57526.71875,9338880
57472.515625,57472.515625,57472.515625,57472.515625,57472.515625,66588672
57462.67578125,57462.67578125,57462.67578125,57462.67578125,57462.67578125,0
57453.390625,57453.390625,57453.390625,57453.390625,57453.390625,0
57454.31640625,57454.31640625,57454.31640625,57454.31640625,57454.31640625,39251968
57482.52734375,57482.52734375,57482.52734375,57482.52734375,57482.52734375,0
57489.0546875,57489.0546875,57489.0546875,57489.0546875,57489.0546875,22487040
57536.7890625,57536.7890625,57536.7890625,57536.7890625,57536.7890625,80506880
57583.53515625,57583.53515625,57583.53515625,57583.53515625,57583.53515625,6656000
57595.84765625,57595.84765625,57595.84765625,57595.84765625,57595.84765625,18808832
57606.1015625,57606.1015625,57606.1015625,57606.1015625,57606.1015625,44306432
57611.16796875,57611.16796875,57611.16796875,57611.16796875,57611.16796875,0
57603.55859375,57603.55859375,57603.55859375,57603.55859375,57603.55859375,0
57566.88671875,57566.88671875,57566.88671875,57566.88671875,57566.88671875,0
57573.4140625,57573.4140625,57573.4140625,57573.4140625,57573.4140625,0
57569.5625,57569.5625,57569.5625,57569.5625,57569.5625,0
57628.8515625,57628.8515625,57628.8515625,57628.8515625,57628.8515625,36601856
57622.85546875,57622.85546875,57622.85546875,57622.85546875,57622.85546875,11378688
57638.27734375,57638.27734375,57638.27734375,57638.27734375,57638.27734375,13930496
57658.34375,57658.34375,57658.34375,57658.34375,57658.34375,16031744
57671.9375,57671.9375,57671.9375,57671.9375,57671.9375,12828672
57679.703125,57679.703125,57679.703125,57679.703125,57679.703125,15163392
57662.44921875,57662.44921875,57662.44921875,57662.44921875,57662.44921875,54738944
57697.1484375,57697.1484375,57697.1484375,57697.1484375,57697.1484375,0
57688.14453125,57688.14453125,57688.14453125,57688.14453125,57688.14453125,22712320
57612.91015625,57612.91015625,57612.91015625,57612.91015625,57612.91015625,0
57612.17578125,57612.17578125,57612.17578125,57612.17578125,57612.17578125,0
57598.0234375,57598.0234375,57598.0234375,57598.0234375,57598.0234375,0
57572.86328125,57572.86328125,57572.86328125,57572.86328125,57572.86328125,0
57575.984375,57575.984375,57575.984375,57575.984375,57575.984375,0
57578.546875,57578.546875,57578.546875,57578.546875,57578.546875,823296
57609.95703125,57609.95703125,57609.95703125,57609.95703125,57609.95703125,14909440
57635.03125,57635.03125,57635.03125,57635.03125,57635.03125,8773632
57648.4296875,57648.4296875,57648.4296875,57648.4296875,57648.4296875,9510912
57681.19140625,57681.19140625,57681.19140625,57681.19140625,57681.19140625,13963264
57688.37890625,57688.37890625,57688.37890625,57688.37890625,57688.37890625,17809408
57692.19921875,57692.19921875,57692.19921875,57692.19921875,57692.19921875,4747264
57685.5,57685.5,57685.5,57685.5,57685.5,23822336
57687.4921875,57687.4921875,57687.4921875,57687.4921875,57687.4921875,7016448
57691.5546875,57691.5546875,57691.5546875,57691.5546875,57691.5546875,0
57679.46875,57679.46875,57679.46875,57679.46875,57679.46875,0
57686.59765625,57686.59765625,57686.59765625,57686.59765625,57686.59765625,3235840
57686.53515625,57686.53515625,57686.53515625,57686.53515625,57686.53515625,5988352
57720.0390625,57720.0390625,57720.0390625,57720.0390625,57720.0390625,0
57729.203125,57729.203125,57729.203125,57729.203125,57729.203125,11575296
57740.79296875,57740.79296875,57740.79296875,57740.79296875,57740.79296875,16076800
57821.55859375,57821.55859375,57821.55859375,57821.55859375,57821.55859375,105381888
57834.0078125,57834.0078125,57834.0078125,57834.0078125,57834.0078125,26628096
57852.70703125,57852.70703125,57852.70703125,57852.70703125,57852.70703125,9035776
57898.578125,57898.578125,57898.578125,57898.578125,57898.578125,42958848
57901.2734375,57901.2734375,57901.2734375,57901.2734375,57901.2734375,23793664
57915.45703125,57915.45703125,57915.45703125,57915.45703125,57915.45703125,2547712
57938.73046875,57938.73046875,57938.73046875,57938.73046875,57938.73046875,41029632
57935.26171875,57935.26171875,57935.26171875,57935.26171875,57935.26171875,17424384
57945.29296875,57945.29296875,57945.29296875,57945.29296875,57945.29296875,21282816
57942.6015625,57942.6015625,57942.6015625,57942.6015625,57942.6015625,0
57950.02734375,57950.02734375,57950.02734375,57950.02734375,57950.02734375,9113600
57946.37109375,57946.37109375,57946.37109375,57946.37109375,57946.37109375,0
57933.3671875,57933.3671875,57933.3671875,57933.3671875,57933.3671875,0
57939.7578125,57939.7578125,57939.7578125,57939.7578125,57939.7578125,3375104
57937.8046875,57937.8046875,57937.8046875,57937.8046875,57937.8046875,6795264
57921.97265625,57921.97265625,57921.97265625,57921.97265625,57921.97265625,11067392
57906.48828125,57906.48828125,57906.48828125,57906.48828125,57906.48828125,0
57906.5078125,57906.5078125,57906.5078125,57906.5078125,57906.5078125,0
57904.5703125,57904.5703125,57904.5703125,57904.5703125,57904.5703125,0
57903.265625,57903.265625,57903.265625,57903.265625,57903.265625,0
57900.01171875,57900.01171875,57900.01171875,57900.01171875,57900.01171875,3502080
57910.2890625,57910.2890625,57910.2890625,57910.2890625,57910.2890625,23728128
57897.75390625,57897.75390625,57897.75390625,57897.75390625,57897.75390625,2777088
57903.71875,57903.71875,57903.71875,57903.71875,57903.71875,0
57903.9453125,57903.9453125,57903.9453125,57903.9453125,57903.9453125,10448896
57918.01171875,57918.01171875,57918.01171875,57918.01171875,57918.01171875,2785280
57922.828125,57922.828125,57922.828125,57922.828125,57922.828125,11350016
57960.49609375,57960.49609375,57960.49609375,57960.49609375,57960.49609375,20074496
57963.56640625,57963.56640625,57963.56640625,57963.56640625,57963.56640625,13078528
57977.1875,57977.1875,57977.1875,57977.1875,57977.1875,8531968
57964.17578125,57964.17578125,57964.17578125,57964.17578125,57964.17578125,15306752
57954.0,57954.0,57954.0,57954.0,57954.0,3530752
57956.421875,57956.421875,57956.421875,57956.421875,57956.421875,0
57951.41796875,57951.41796875,57951.41796875,57951.41796875,57951.41796875,0
57952.23046875,57952.23046875,57952.23046875,57952.23046875,57952.23046875,1724416
57959.7265625,57959.7265625,57959.7265625,57959.7265625,57959.7265625,0
58008.46875,58008.46875,58008.46875,58008.46875,58008.46875,25649152
58021.10546875,58021.10546875,58021.10546875,58021.10546875,58021.10546875,18096128
58025.32421875,58025.32421875,58025.32421875,58025.32421875,58025.32421875,5521408
58038.91796875,58038.91796875,58038.91796875,58038.91796875,58038.91796875,0
58032.85546875,58032.85546875,58032.85546875,58032.85546875,58032.85546875,9052160
58035.97265625,58035.97265625,58035.97265625,58035.97265625,58035.97265625,0
58024.96875,58024.96875,58024.96875,58024.96875,58024.96875,0
58018.984375,58018.984375,58018.984375,58018.984375,58018.984375,0
58027.70703125,58027.70703125,58027.70703125,58027.70703125,58027.70703125,13680640
58074.22265625,58074.22265625,58074.22265625,58074.22265625,58074.22265625,23367680
58063.703125,58063.703125,58063.703125,58063.703125,58063.703125,20033536
58064.59765625,58064.59765625,58064.59765625,58064.59765625,58064.59765625,0
58025.046875,58025.046875,58025.046875,58025.046875,58025.046875,0
58038.74609375,58038.74609375,58038.74609375,58038.74609375,58038.74609375,0
58031.51953125,58031.51953125,58031.51953125,58031.51953125,58031.51953125,2314240
58027.65234375,58027.65234375,58027.65234375,58027.65234375,58027.65234375,41476096
58026.27734375,58026.27734375,58026.27734375,58026.27734375,58026.27734375,8118272
58047.2421875,58047.2421875,58047.2421875,58047.2421875,58047.2421875,13590528
58055.78125,58055.78125,58055.78125,58055.78125,58055.78125,3698688
58074.0546875,58074.0546875,58074.0546875,58074.0546875,58074.0546875,15884288
58081.67578125,58081.67578125,58081.67578125,58081.67578125,58081.67578125,17289216
58111.30859375,58111.30859375,58111.30859375,58111.30859375,58111.30859375,13905920
58105.8046875,58105.8046875,58105.8046875,58105.8046875,58105.8046875,2805760
58110.08203125,58110.08203125,58110.08203125,58110.08203125,58110.08203125,0
58073.77734375,58073.77734375,58073.77734375,58073.77734375,58073.77734375,26456064
58052.85546875,58052.85546875,58052.85546875,58052.85546875,58052.85546875,0
58056.8984375,58056.8984375,58056.8984375,58056.8984375,58056.8984375,0
58066.23828125,58066.23828125,58066.23828125,58066.23828125,58066.23828125,4947968
58053.7421875,58053.7421875,58053.7421875,58053.7421875,58053.7421875,0
58050.66796875,58050.66796875,58050.66796875,58050.66796875,58050.66796875,1875968
58050.0625,58050.0625,58050.0625,58050.0625,58050.0625,0
58022.15234375,58022.15234375,58022.15234375,58022.15234375,58022.15234375,9375744
58023.31640625,58023.31640625,58023.31640625,58023.31640625,58023.31640625,0
58039.0546875,58039.0546875,58039.0546875,58039.0546875,58039.0546875,0
58050.203125,58050.203125,58050.203125,58050.203125,58050.203125,2179072
58056.1484375,58056.1484375,58056.1484375,58056.1484375,58056.1484375,6791168
58047.1796875,58047.1796875,58047.1796875,58047.1796875,58047.1796875,0
58047.7109375,58047.7109375,58047.7109375,58047.7109375,58047.7109375,0
58054.58203125,58054.58203125,58054.58203125,58054.58203125,58054.58203125,0
58072.828125,58072.828125,58072.828125,58072.828125,58072.828125,21815296
58074.0546875,58074.0546875,58074.0546875,58074.0546875,58074.0546875,7974912
58080.0234375,58080.0234375,58080.0234375,58080.0234375,58080.0234375,0
58078.02734375,58078.02734375,58078.02734375,58078.02734375,58078.02734375,0
58085.64453125,58085.64453125,58085.64453125,58085.64453125,58085.64453125,0
58092.7578125,58092.7578125,58092.7578125,58092.7578125,58092.7578125,6750208
58113.80859375,58113.80859375,58113.80859375,58113.80859375,58113.80859375,39034880
58129.15625,58129.15625,58129.15625,58129.15625,58129.15625,14520320
58130.015625,58130.015625,58130.015625,58130.015625,58130.015625,1257472
58140.6328125,58140.6328125,58140.6328125,58140.6328125,58140.6328125,1036288
58153.0390625,58153.0390625,58153.0390625,58153.0390625,58153.0390625,2592768
58154.48046875,58154.48046875,58154.48046875,58154.48046875,58154.48046875,3371008
58133.234375,58133.234375,58133.234375,58133.234375,58133.234375,0
58126.140625,58126.140625,58126.140625,58126.140625,58126.140625,0
58131.4140625,58131.4140625,58131.4140625,58131.4140625,58131.4140625,5873664
58159.97265625,58159.97265625,58159.97265625,58159.97265625,58159.97265625,53948416
58177.37109375,58177.37109375,58177.37109375,58177.37109375,58177.37109375,22880256
58185.8828125,58185.8828125,58185.8828125,58185.8828125,58185.8828125,9150464
58192.92578125,58192.92578125,58192.92578125,58192.92578125,58192.92578125,10899456
58204.99609375,58204.99609375,58204.99609375,58204.99609375,58204.99609375,17555456
58212.7734375,58212.7734375,58212.7734375,58212.7734375,58212.7734375,1323008
58226.39453125,58226.39453125,58226.39453125,58226.39453125,58226.39453125,29519872
58241.54296875,58241.54296875,58241.54296875,58241.54296875,58241.54296875,16543744
58261.29296875,58261.29296875,58261.29296875,58261.29296875,58261.29296875,17637376
58297.9765625,58297.9765625,58297.9765625,58297.9765625,58297.9765625,31809536
58322.33984375,58322.33984375,58322.33984375,58322.33984375,58322.33984375,21336064
58321.87890625,58321.87890625,58321.87890625,58321.87890625,58321.87890625,11530240
58330.24609375,58330.24609375,58330.24609375,58330.24609375,58330.24609375,0
58345.71875,58345.71875,58345.71875,58345.71875,58345.71875,28221440
58338.2578125,58338.2578125,58338.2578125,58338.2578125,58338.2578125,1298432
58394.7890625,58394.7890625,58394.7890625,58394.7890625,58394.7890625,65110016
58361.8125,58361.8125,58361.8125,58361.8125,58361.8125,18907136
58369.44140625,58369.44140625,58369.44140625,58369.44140625,58369.44140625,0
58346.06640625,58346.06640625,58346.06640625,58346.06640625,58346.06640625,15147008
58349.625,58349.625,58349.625,58349.625,58349.625,0
58340.37109375,58340.37109375,58340.37109375,58340.37109375,58340.37109375,0
58335.01171875,58335.01171875,58335.01171875,58335.01171875,58335.01171875,24809472
58316.94921875,58316.94921875,58316.94921875,58316.94921875,58316.94921875,0
58313.84765625,58313.84765625,58313.84765625,58313.84765625,58313.84765625,0
58313.390625,58313.390625,58313.390625,58313.390625,58313.390625,0
58314.89453125,58314.89453125,58314.89453125,58314.89453125,58314.89453125,5849088
58318.07421875,58318.07421875,58318.07421875,58318.07421875,58318.07421875,4964352
58289.18359375,58289.18359375,58289.18359375,58289.18359375,58289.18359375,0
58304.328125,58304.328125,58304.328125,58304.328125,58304.328125,0
58305.1796875,58305.1796875,58305.1796875,58305.1796875,58305.1796875,8019968
58303.484375,58303.484375,58303.484375,58303.484375,58303.484375,18857984
58317.05859375,58317.05859375,58317.05859375,58317.05859375,58317.05859375,7720960
58318.6328125,58318.6328125,58318.6328125,58318.6328125,58318.6328125,0
58321.0390625,58321.0390625,58321.0390625,58321.0390625,58321.0390625,0
58346.2109375,58346.2109375,58346.2109375,58346.2109375,58346.2109375,16330752
58349.00390625,58349.00390625,58349.00390625,58349.00390625,58349.00390625,9814016
58356.91796875,58356.91796875,58356.91796875,58356.91796875,58356.91796875,34840576
58365.62109375,58365.62109375,58365.62109375,58365.62109375,58365.62109375,11407360
58365.21484375,58365.21484375,58365.21484375,58365.21484375,58365.21484375,0
58362.07421875,58362.07421875,58362.07421875,58362.07421875,58362.07421875,0
58343.29296875,58343.29296875,58343.29296875,58343.29296875,58343.29296875,0
58340.58984375,58340.58984375,58340.58984375,58340.58984375,58340.58984375,0
58303.86328125,58303.86328125,58303.86328125,58303.86328125,58303.86328125,0
58300.76953125,58300.76953125,58300.76953125,58300.76953125,58300.76953125,0
58287.69140625,58287.69140625,58287.69140625,58287.69140625,58287.69140625,0
58261.9375,58261.9375,58261.9375,58261.9375,58261.9375,0
58242.90234375,58242.90234375,58242.90234375,58242.90234375,58242.90234375,0
58234.546875,58234.546875,58234.546875,58234.546875,58234.546875,0
58208.66015625,58208.66015625,58208.66015625,58208.66015625,58208.66015625,0
58216.3671875,58216.3671875,58216.3671875,58216.3671875,58216.3671875,0
58215.90625,58215.90625,58215.90625,58215.90625,58215.90625,0
58234.2265625,58234.2265625,58234.2265625,58234.2265625,58234.2265625,37990400
58236.0390625,58236.0390625,58236.0390625,58236.0390625,58236.0390625,19963904
58243.04296875,58243.04296875,58243.04296875,58243.04296875,58243.04296875,0
58275.0390625,58275.0390625,58275.0390625,58275.0390625,58275.0390625,25448448
58272.09765625,58272.09765625,58272.09765625,58272.09765625,58272.09765625,3682304
58272.82421875,58272.82421875,58272.82421875,58272.82421875,58272.82421875,1236992
58279.47265625,58279.47265625,58279.47265625,58279.47265625,58279.47265625,0
58269.96875,58269.96875,58269.96875,58269.96875,58269.96875,3555328
58268.66015625,58268.66015625,58268.66015625,58268.66015625,58268.66015625,0
58282.9296875,58282.9296875,58282.9296875,58282.9296875,58282.9296875,45092864
58297.2109375,58297.2109375,58297.2109375,58297.2109375,58297.2109375,0
58298.140625,58298.140625,58298.140625,58298.140625,58298.140625,0
58266.18359375,58266.18359375,58266.18359375,58266.18359375,58266.18359375,0
58254.0078125,58254.0078125,58254.0078125,58254.0078125,58254.0078125,0
58261.11328125,58261.11328125,58261.11328125,58261.11328125,58261.11328125,0
58278.9765625,58278.9765625,58278.9765625,58278.9765625,58278.9765625,40923136
58303.64453125,58303.64453125,58303.64453125,58303.64453125,58303.64453125,774144
58295.390625,58295.390625,58295.390625,58295.390625,58295.390625,6258688
58292.80859375,58292.80859375,58292.80859375,58292.80859375,58292.80859375,24301568
58294.09375,58294.09375,58294.09375,58294.09375,58294.09375,4468736
58298.0703125,58298.0703125,58298.0703125,58298.0703125,58298.0703125,0
58321.76171875,58321.76171875,58321.76171875,58321.76171875,58321.76171875,0
58340.3984375,58340.3984375,58340.3984375,58340.3984375,58340.3984375,430080
58346.98828125,58346.98828125,58346.98828125,58346.98828125,58346.98828125,15081472
58360.19921875,58360.19921875,58360.19921875,58360.19921875,58360.19921875,39034880
58401.59375,58401.59375,58401.59375,58401.59375,58401.59375,9564160
58407.0,58407.0,58407.0,58407.0,58407.0,17170432
58384.97265625,58384.97265625,58384.97265625,58384.97265625,58384.97265625,0
58382.625,58382.625,58382.625,58382.625,58382.625,0
58365.75390625,58365.75390625,58365.75390625,58365.75390625,58365.75390625,0
58356.0078125,58356.0078125,58356.0078125,58356.0078125,58356.0078125,26734592
58332.140625,58332.140625,58332.140625,58332.140625,58332.140625,0
58339.23828125,58339.23828125,58339.23828125,58339.23828125,58339.23828125,10379264
58344.87109375,58344.87109375,58344.87109375,58344.87109375,58344.87109375,13451264
58362.8125,58362.8125,58362.8125,58362.8125,58362.8125,0
58346.35546875,58346.35546875,58346.35546875,58346.35546875,58346.35546875,0
58342.42578125,58342.42578125,58342.42578125,58342.42578125,58342.42578125,0
58316.3671875,58316.3671875,58316.3671875,58316.3671875,58316.3671875,0
58308.89453125,58308.89453125,58308.89453125,58308.89453125,58308.89453125,0
58304.5078125,58304.5078125,58304.5078125,58304.5078125,58304.5078125,0
58279.72265625,58279.72265625,58279.72265625,58279.72265625,58279.72265625,0
58282.19921875,58282.19921875,58282.19921875,58282.19921875,58282.19921875,0
58287.03515625,58287.03515625,58287.03515625,58287.03515625,58287.03515625,0
58284.8203125,58284.8203125,58284.8203125,58284.8203125,58284.8203125,2793472
58286.44140625,58286.44140625,58286.44140625,58286.44140625,58286.44140625,0
58272.7578125,58272.7578125,58272.7578125,58272.7578125,58272.7578125,0
